Date, X, Y, Z
A.D. 2023-Sep-08 00:00:00.0000 TDB, 60671.98, 39733.74, 15554.38
A.D. 2023-Sep-09 00:00:00.0000 TDB, 60605.73, 39822.89, 15594.21
A.D. 2023-Sep-10 00:00:00.0000 TDB, 60539.34, 39911.95, 15633.99
A.D. 2023-Sep-11 00:00:00.0000 TDB, 60472.8, 40000.9, 15673.74
A.D. 2023-Sep-12 00:00:00.0000 TDB, 60406.13, 40089.76, 15713.45
A.D. 2023-Sep-13 00:00:00.0000 TDB, 60339.3, 40178.53, 15753.13
A.D. 2023-Sep-14 00:00:00.0000 TDB, 60272.33, 40267.2, 15792.76
A.D. 2023-Sep-15 00:00:00.0000 TDB, 60205.21, 40355.78, 15832.36
A.D. 2023-Sep-16 00:00:00.0000 TDB, 60137.94, 40444.24, 15871.92
A.D. 2023-Sep-17 00:00:00.0000 TDB, 60070.53, 40532.61, 15911.44
A.D. 2023-Sep-18 00:00:00.0000 TDB, 60002.98, 40620.88, 15950.92
A.D. 2023-Sep-19 00:00:00.0000 TDB, 59935.29, 40709.05, 15990.36
A.D. 2023-Sep-20 00:00:00.0000 TDB, 59867.46, 40797.14, 16029.77
A.D. 2023-Sep-21 00:00:00.0000 TDB, 59799.48, 40885.13, 16069.14
A.D. 2023-Sep-22 00:00:00.0000 TDB, 59731.35, 40973.02, 16108.47
A.D. 2023-Sep-23 00:00:00.0000 TDB, 59663.06, 41060.81, 16147.76
A.D. 2023-Sep-24 00:00:00.0000 TDB, 59594.63, 41148.5, 16187.01
A.D. 2023-Sep-25 00:00:00.0000 TDB, 59526.07, 41236.07, 16226.22
A.D. 2023-Sep-26 00:00:00.0000 TDB, 59457.36, 41323.57, 16265.39
A.D. 2023-Sep-27 00:00:00.0000 TDB, 59388.51, 41410.95, 16304.53
A.D. 2023-Sep-28 00:00:00.0000 TDB, 59319.51, 41498.25, 16343.62
A.D. 2023-Sep-29 00:00:00.0000 TDB, 59250.38, 41585.44, 16382.68
A.D. 2023-Sep-30 00:00:00.0000 TDB, 59181.07, 41672.53, 16421.7
A.D. 2023-Oct-01 00:00:00.0000 TDB, 59111.64, 41759.51, 16460.67
A.D. 2023-Oct-02 00:00:00.0000 TDB, 59042.07, 41846.38, 16499.6
A.D. 2023-Oct-03 00:00:00.0000 TDB, 58972.36, 41933.16, 16538.49
A.D. 2023-Oct-04 00:00:00.0000 TDB, 58902.52, 42019.84, 16577.34
A.D. 2023-Oct-05 00:00:00.0000 TDB, 58832.53, 42106.42, 16616.16
A.D. 2023-Oct-06 00:00:00.0000 TDB, 58762.4, 42192.91, 16654.94
A.D. 2023-Oct-07 00:00:00.0000 TDB, 58692.11, 42279.29, 16693.68
A.D. 2023-Oct-08 00:00:00.0000 TDB, 58621.69, 42365.57, 16732.37
A.D. 2023-Oct-09 00:00:00.0000 TDB, 58551.13, 42451.73, 16771.02
A.D. 2023-Oct-10 00:00:00.0000 TDB, 58480.43, 42537.81, 16809.64
A.D. 2023-Oct-11 00:00:00.0000 TDB, 58409.59, 42623.78, 16848.21
A.D. 2023-Oct-12 00:00:00.0000 TDB, 58338.6, 42709.66, 16886.75
A.D. 2023-Oct-13 00:00:00.0000 TDB, 58267.48, 42795.43, 16925.25
A.D. 2023-Oct-14 00:00:00.0000 TDB, 58196.19, 42881.09, 16963.7
A.D. 2023-Oct-15 00:00:00.0000 TDB, 58124.77, 42966.65, 17002.11
A.D. 2023-Oct-16 00:00:00.0000 TDB, 58053.21, 43052.09, 17040.47
A.D. 2023-Oct-17 00:00:00.0000 TDB, 57981.53, 43137.44, 17078.8
A.D. 2023-Oct-18 00:00:00.0000 TDB, 57909.7, 43222.68, 17117.09
A.D. 2023-Oct-19 00:00:00.0000 TDB, 57837.74, 43307.82, 17155.33
