Date, X, Y, Z
A.D. 2023-Jun-25 00:00:00.0000 TDB, 192124.8, 86865.08, 204538.8
A.D. 2023-Jun-26 00:00:00.0000 TDB, 192079.8, 86879.95, 204571.3
A.D. 2023-Jun-27 00:00:00.0000 TDB, 192034.9, 86894.81, 204603.8
A.D. 2023-Jun-28 00:00:00.0000 TDB, 191989.9, 86909.67, 204636.3
A.D. 2023-Jun-29 00:00:00.0000 TDB, 191945, 86924.53, 204668.7
A.D. 2023-Jun-30 00:00:00.0000 TDB, 191900, 86939.39, 204701.2
A.D. 2023-Jul-01 00:00:00.0000 TDB, 191855, 86954.25, 204733.7
A.D. 2023-Jul-02 00:00:00.0000 TDB, 191810, 86969.1, 204766.1
A.D. 2023-Jul-03 00:00:00.0000 TDB, 191765, 86983.95, 204798.6
A.D. 2023-Jul-04 00:00:00.0000 TDB, 191720, 86998.79, 204831
A.D. 2023-Jul-05 00:00:00.0000 TDB, 191675, 87013.63, 204863.4
A.D. 2023-Jul-06 00:00:00.0000 TDB, 191630, 87028.47, 204895.9
A.D. 2023-Jul-07 00:00:00.0000 TDB, 191585, 87043.3, 204928.3
A.D. 2023-Jul-08 00:00:00.0000 TDB, 191539.9, 87058.13, 204960.7
A.D. 2023-Jul-09 00:00:00.0000 TDB, 191494.9, 87072.96, 204993.1
A.D. 2023-Jul-10 00:00:00.0000 TDB, 191449.8, 87087.78, 205025.5
A.D. 2023-Jul-11 00:00:00.0000 TDB, 191404.8, 87102.6, 205057.9
A.D. 2023-Jul-12 00:00:00.0000 TDB, 191359.7, 87117.42, 205090.2
A.D. 2023-Jul-13 00:00:00.0000 TDB, 191314.6, 87132.23, 205122.6
A.D. 2023-Jul-14 00:00:00.0000 TDB, 191269.6, 87147.04, 205155
A.D. 2023-Jul-15 00:00:00.0000 TDB, 191224.5, 87161.85, 205187.3
A.D. 2023-Jul-16 00:00:00.0000 TDB, 191179.4, 87176.66, 205219.6
A.D. 2023-Jul-17 00:00:00.0000 TDB, 191134.3, 87191.45, 205252
A.D. 2023-Jul-18 00:00:00.0000 TDB, 191089.2, 87206.25, 205284.3
A.D. 2023-Jul-19 00:00:00.0000 TDB, 191044, 87221.05, 205316.6
A.D. 2023-Jul-20 00:00:00.0000 TDB, 190998.9, 87235.84, 205348.9
A.D. 2023-Jul-21 00:00:00.0000 TDB, 190953.8, 87250.62, 205381.3
A.D. 2023-Jul-22 00:00:00.0000 TDB, 190908.7, 87265.4, 205413.5
A.D. 2023-Jul-23 00:00:00.0000 TDB, 190863.5, 87280.18, 205445.8
A.D. 2023-Jul-24 00:00:00.0000 TDB, 190818.4, 87294.95, 205478.1
A.D. 2023-Jul-25 00:00:00.0000 TDB, 190773.2, 87309.72, 205510.4
A.D. 2023-Jul-26 00:00:00.0000 TDB, 190728, 87324.49, 205542.6
A.D. 2023-Jul-27 00:00:00.0000 TDB, 190682.8, 87339.26, 205574.9
A.D. 2023-Jul-28 00:00:00.0000 TDB, 190637.7, 87354.02, 205607.1
A.D. 2023-Jul-29 00:00:00.0000 TDB, 190592.5, 87368.78, 205639.4
A.D. 2023-Jul-30 00:00:00.0000 TDB, 190547.3, 87383.54, 205671.6
A.D. 2023-Jul-31 00:00:00.0000 TDB, 190502, 87398.29, 205703.8
A.D. 2023-Aug-01 00:00:00.0000 TDB, 190456.8, 87413.04, 205736
A.D. 2023-Aug-02 00:00:00.0000 TDB, 190411.6, 87427.78, 205768.3
A.D. 2023-Aug-03 00:00:00.0000 TDB, 190366.4, 87442.52, 205800.5
A.D. 2023-Aug-04 00:00:00.0000 TDB, 190321.2, 87457.26, 205832.6
A.D. 2023-Aug-05 00:00:00.0000 TDB, 190275.9, 87472, 205864.8
A.D. 2023-Aug-06 00:00:00.0000 TDB, 190230.7, 87486.73, 205897
A.D. 2023-Aug-07 00:00:00.0000 TDB, 190185.4, 87501.46, 205929.2
A.D. 2023-Aug-08 00:00:00.0000 TDB, 190140.1, 87516.18, 205961.3
A.D. 2023-Aug-09 00:00:00.0000 TDB, 190094.9, 87530.9, 205993.5
A.D. 2023-Aug-10 00:00:00.0000 TDB, 190049.6, 87545.62, 206025.6
A.D. 2023-Aug-11 00:00:00.0000 TDB, 190004.3, 87560.34, 206057.7
A.D. 2023-Aug-12 00:00:00.0000 TDB, 189959, 87575.05, 206089.9
A.D. 2023-Aug-13 00:00:00.0000 TDB, 189913.7, 87589.75, 206122
A.D. 2023-Aug-14 00:00:00.0000 TDB, 189868.4, 87604.46, 206154.1
A.D. 2023-Aug-15 00:00:00.0000 TDB, 189823.1, 87619.16, 206186.2
A.D. 2023-Aug-16 00:00:00.0000 TDB, 189777.7, 87633.86, 206218.3
A.D. 2023-Aug-17 00:00:00.0000 TDB, 189732.4, 87648.55, 206250.4
A.D. 2023-Aug-18 00:00:00.0000 TDB, 189687.1, 87663.24, 206282.5
A.D. 2023-Aug-19 00:00:00.0000 TDB, 189641.7, 87677.92, 206314.5
A.D. 2023-Aug-20 00:00:00.0000 TDB, 189596.4, 87692.6, 206346.6
A.D. 2023-Aug-21 00:00:00.0000 TDB, 189551, 87707.28, 206378.6
A.D. 2023-Aug-22 00:00:00.0000 TDB, 189505.6, 87721.96, 206410.7
A.D. 2023-Aug-23 00:00:00.0000 TDB, 189460.2, 87736.63, 206442.7
A.D. 2023-Aug-24 00:00:00.0000 TDB, 189414.9, 87751.31, 206474.8
A.D. 2023-Aug-25 00:00:00.0000 TDB, 189369.5, 87765.97, 206506.8
A.D. 2023-Aug-26 00:00:00.0000 TDB, 189324.1, 87780.63, 206538.8
A.D. 2023-Aug-27 00:00:00.0000 TDB, 189278.7, 87795.3, 206570.8
A.D. 2023-Aug-28 00:00:00.0000 TDB, 189233.2, 87809.95, 206602.8
A.D. 2023-Aug-29 00:00:00.0000 TDB, 189187.8, 87824.6, 206634.8
A.D. 2023-Aug-30 00:00:00.0000 TDB, 189142.4, 87839.25, 206666.8
A.D. 2023-Aug-31 00:00:00.0000 TDB, 189097, 87853.89, 206698.7
A.D. 2023-Sep-01 00:00:00.0000 TDB, 189051.5, 87868.54, 206730.7
A.D. 2023-Sep-02 00:00:00.0000 TDB, 189006, 87883.18, 206762.6
A.D. 2023-Sep-03 00:00:00.0000 TDB, 188960.6, 87897.81, 206794.6
A.D. 2023-Sep-04 00:00:00.0000 TDB, 188915.1, 87912.45, 206826.5
A.D. 2023-Sep-05 00:00:00.0000 TDB, 188869.7, 87927.07, 206858.5
A.D. 2023-Sep-06 00:00:00.0000 TDB, 188824.2, 87941.7, 206890.4
A.D. 2023-Sep-07 00:00:00.0000 TDB, 188778.7, 87956.31, 206922.3
A.D. 2023-Sep-08 00:00:00.0000 TDB, 188733.2, 87970.94, 206954.2
A.D. 2023-Sep-09 00:00:00.0000 TDB, 188687.7, 87985.55, 206986.1
A.D. 2023-Sep-10 00:00:00.0000 TDB, 188642.2, 88000.16, 207018
A.D. 2023-Sep-11 00:00:00.0000 TDB, 188596.7, 88014.77, 207049.9
A.D. 2023-Sep-12 00:00:00.0000 TDB, 188551.1, 88029.38, 207081.8
A.D. 2023-Sep-13 00:00:00.0000 TDB, 188505.6, 88043.98, 207113.6
A.D. 2023-Sep-14 00:00:00.0000 TDB, 188460.1, 88058.57, 207145.5
A.D. 2023-Sep-15 00:00:00.0000 TDB, 188414.5, 88073.16, 207177.3
A.D. 2023-Sep-16 00:00:00.0000 TDB, 188369, 88087.75, 207209.2
A.D. 2023-Sep-17 00:00:00.0000 TDB, 188323.4, 88102.34, 207241
A.D. 2023-Sep-18 00:00:00.0000 TDB, 188277.8, 88116.92, 207272.8
A.D. 2023-Sep-19 00:00:00.0000 TDB, 188232.2, 88131.51, 207304.7
A.D. 2023-Sep-20 00:00:00.0000 TDB, 188186.7, 88146.08, 207336.5
A.D. 2023-Sep-21 00:00:00.0000 TDB, 188141.1, 88160.66, 207368.3
A.D. 2023-Sep-22 00:00:00.0000 TDB, 188095.5, 88175.23, 207400
A.D. 2023-Sep-23 00:00:00.0000 TDB, 188049.9, 88189.79, 207431.8
A.D. 2023-Sep-24 00:00:00.0000 TDB, 188004.2, 88204.35, 207463.6
A.D. 2023-Sep-25 00:00:00.0000 TDB, 187958.6, 88218.91, 207495.4
A.D. 2023-Sep-26 00:00:00.0000 TDB, 187913, 88233.47, 207527.1
A.D. 2023-Sep-27 00:00:00.0000 TDB, 187867.4, 88248.02, 207558.9
A.D. 2023-Sep-28 00:00:00.0000 TDB, 187821.7, 88262.57, 207590.6
A.D. 2023-Sep-29 00:00:00.0000 TDB, 187776, 88277.12, 207622.4
A.D. 2023-Sep-30 00:00:00.0000 TDB, 187730.4, 88291.66, 207654.1
A.D. 2023-Oct-01 00:00:00.0000 TDB, 187684.7, 88306.2, 207685.8
A.D. 2023-Oct-02 00:00:00.0000 TDB, 187639, 88320.73, 207717.5
A.D. 2023-Oct-03 00:00:00.0000 TDB, 187593.4, 88335.26, 207749.3
A.D. 2023-Oct-04 00:00:00.0000 TDB, 187547.7, 88349.79, 207780.9
A.D. 2023-Oct-05 00:00:00.0000 TDB, 187502, 88364.31, 207812.6
A.D. 2023-Oct-06 00:00:00.0000 TDB, 187456.3, 88378.84, 207844.3
A.D. 2023-Oct-07 00:00:00.0000 TDB, 187410.6, 88393.36, 207876
A.D. 2023-Oct-08 00:00:00.0000 TDB, 187364.9, 88407.88, 207907.6
A.D. 2023-Oct-09 00:00:00.0000 TDB, 187319.1, 88422.38, 207939.3
A.D. 2023-Oct-10 00:00:00.0000 TDB, 187273.4, 88436.88, 207970.9
A.D. 2023-Oct-11 00:00:00.0000 TDB, 187227.7, 88451.38, 208002.6
A.D. 2023-Oct-12 00:00:00.0000 TDB, 187181.9, 88465.89, 208034.2
A.D. 2023-Oct-13 00:00:00.0000 TDB, 187136.2, 88480.38, 208065.8
A.D. 2023-Oct-14 00:00:00.0000 TDB, 187090.4, 88494.88, 208097.5
A.D. 2023-Oct-15 00:00:00.0000 TDB, 187044.6, 88509.37, 208129
A.D. 2023-Oct-16 00:00:00.0000 TDB, 186998.8, 88523.85, 208160.7
A.D. 2023-Oct-17 00:00:00.0000 TDB, 186953.1, 88538.34, 208192.3
A.D. 2023-Oct-18 00:00:00.0000 TDB, 186907.3, 88552.82, 208223.8
A.D. 2023-Oct-19 00:00:00.0000 TDB, 186861.5, 88567.29, 208255.4
A.D. 2023-Oct-20 00:00:00.0000 TDB, 186815.7, 88581.77, 208287
A.D. 2023-Oct-21 00:00:00.0000 TDB, 186769.9, 88596.23, 208318.5
A.D. 2023-Oct-22 00:00:00.0000 TDB, 186724, 88610.7, 208350.1
A.D. 2023-Oct-23 00:00:00.0000 TDB, 186678.2, 88625.16, 208381.6
A.D. 2023-Oct-24 00:00:00.0000 TDB, 186632.4, 88639.63, 208413.1
A.D. 2023-Oct-25 00:00:00.0000 TDB, 186586.5, 88654.08, 208444.7
A.D. 2023-Oct-26 00:00:00.0000 TDB, 186540.7, 88668.52, 208476.2
A.D. 2023-Oct-27 00:00:00.0000 TDB, 186494.8, 88682.98, 208507.7
A.D. 2023-Oct-28 00:00:00.0000 TDB, 186449, 88697.41, 208539.2
A.D. 2023-Oct-29 00:00:00.0000 TDB, 186403.1, 88711.86, 208570.7
A.D. 2023-Oct-30 00:00:00.0000 TDB, 186357.2, 88726.3, 208602.2
A.D. 2023-Oct-31 00:00:00.0000 TDB, 186311.3, 88740.73, 208633.6
A.D. 2023-Nov-01 00:00:00.0000 TDB, 186265.4, 88755.17, 208665.1
A.D. 2023-Nov-02 00:00:00.0000 TDB, 186219.5, 88769.59, 208696.6
A.D. 2023-Nov-03 00:00:00.0000 TDB, 186173.6, 88784.02, 208728
A.D. 2023-Nov-04 00:00:00.0000 TDB, 186127.7, 88798.44, 208759.5
A.D. 2023-Nov-05 00:00:00.0000 TDB, 186081.8, 88812.85, 208790.9
A.D. 2023-Nov-06 00:00:00.0000 TDB, 186035.9, 88827.27, 208822.3
A.D. 2023-Nov-07 00:00:00.0000 TDB, 185989.9, 88841.68, 208853.7
A.D. 2023-Nov-08 00:00:00.0000 TDB, 185944, 88856.09, 208885.1
A.D. 2023-Nov-09 00:00:00.0000 TDB, 185898, 88870.48, 208916.5
A.D. 2023-Nov-10 00:00:00.0000 TDB, 185852.1, 88884.88, 208947.9
